index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
jamellasunique458	458	100	1		1		30		tsp			5	5000								oskill	81	6	30	att%		130	290	att-demon		130	290	pierce		100	100	ease		100	100																														0
jamellasunique459	459	100	1		1		4		spr			5	5000								sor		1	2	vit		4	6	mana%		2	4																																						0
jamellasunique460	460	100	1		1		9		tri			5	5000								ama		1	2	enr		9	14	res-pois-max		10	20	dmg-pois	75	45	90	cast1		15	25	res-all		15	22																										0
jamellasunique461	461	100	1		1		17		brn			5	5000								dru		1	2	dmg-cold	150	85	170	regen		30	30	mana-kill		9	14	freeze		1	1	vit		17	26	abs-cold		5	9	half-freeze		1	1																		0
jamellasunique462	462	100	1		1		18		spt			5	5000								aura	118	3	6	move1		25	43	mana-kill		9	14	light-thorns		18	36	pal		1	2	res-all		20	29	res-all-max		10	20	extra-ltng		68	136																		0
jamellasunique463	463	100	1		1		28		pik			5	5000								dru		1	3	res-all-max		10	20	dmg-pois	75	140	280	res-all		23	34	res-pois-max		10	20	extra-pois		78	156	cast1		15	25	mana-kill		12	19																		0
jamellasunique464	464	100	1		1		5		bar			5	5000								pal		1	2	mana%		2	5	enr		5	8	res-all		11	17																																		0
jamellasunique465	465	100	1		1		12		vou			5	5000								aura	118	3	4	dru		1	2	res-ltng-max		10	20	extra-ltng		62	124	hp		24	36	ease		100	100																										0
jamellasunique466	466	100	1		1		15		scy			5	5000								enr		15	23	res-fire-max		10	20	abs-fire%		25	50	gold%		80	145	demon-heal		8	13																														0
jamellasunique467	467	100	1		1		20		pax			5	5000								pal		1	2	dmg-cold	150	100	200	res-cold		24	38	mana		40	60	freeze		1	1																														0
jamellasunique468	468	100	1		1		28		hal			5	5000								oskill	81	6	28	all-stats		12	19	res-cold		27	42	res-all		23	34	res-cold-max		10	20	half-freeze		1	1																										0
jamellasunique469	469	100	1		1		36		wsc			5	5000								oskill	149	6	36	dmg%		308	680	crush		25	25	dmg-ac		50	1086	ethereal		1	1	pierce		100	100	noheal		1	1	dex		36	54																		0
jamellasunique470	470	100	1		1		1		sst			5	5000								mana%		0	1	mana		2	3	ease		100	100																																						0
jamellasunique471	471	100	1		1		8		lst			5	5000								dru		1	2	aura	102	3	3	res-fire		17	26	abs-fire		5	5	dmg-fire		40	80	cheap		10	20																										0
jamellasunique472	472	100	1		1		13		cst			5	5000								allskills		1	1	res-all-max		10	20	res-pois-len		75	75	regen		30	30	enr		13	20																														0
jamellasunique473	473	100	1		1		20		bst			5	5000								sor		1	2	oskill	81	6	20	cast1		15	25	mana		40	60	dmg-pois	75	100	200	extra-pois		70	140																										0
jamellasunique474	474	100	1		1		23		wst			5	5000								enr		23	35	extra-ltng		73	146	res-ltng-max		10	20	light-thorns		23	46																																		0
jamellasunique475	475	100	1		1		1		sbw			5	5000								enr		1	2	ama		1	2	res-all		0	0																																						0
jamellasunique476	476	100	1		1		5		hbw			5	5000								vit		5	8	res-fire		13	21	dmg-fire		25	50																																						0
jamellasunique477	477	100	1		1		7		lbw			5	5000								pal		1	2	aura	114	3	3	enr		7	11	mana%		3	7																																		0
jamellasunique478	478	100	1		1		12		cbw			5	5000								nec		1	2	vit		12	18	extra-ltng		62	124																																						0
jamellasunique479	479	100	1		1		17		sbb			5	5000								aura	102	3	6	hp		34	51	res-fire		23	36	extra-fire		67	134																																		0
jamellasunique480	480	100	1		1		26		lbb			5	5000								aura	102	3	9	dmg-fire		130	260	res-fire-max		10	20	fireskill		1	3	abs-fire%		25	50																														0
jamellasunique481	481	100	1		1		24		swb			5	5000								oskill	81	6	24	enr		24	36	dmg-cold	150	120	240	extra-cold		74	148																																		0
jamellasunique482	482	100	1		1		28		lwb			5	5000								oskill	249	6	28	res-fire		27	42	mana		56	84	ease		100	100	demon-heal		12	19	mana-kill		12	19	mag%		53	106	addxp		10	20	regen-mana		50	50														0
jamellasunique483	483	100	1		1		6		lxb			5	5000								bar		1	2	dmg%		218	530	lifesteal		4	8	aura	 113	3	3																																		0
jamellasunique484	484	100	1		1		14		mxb			5	5000								mana%		7	14	dmg-pois	75	70	140	heal-kill		8	12	res-pois-len		75	75	ease		100	100	addxp		10	20	mag%		39	78																						0
jamellasunique485	485	100	1		1		28		hxb			5	5000								aura	118	3	10	oskill	58	6	28	res-ltng		27	42	abs-ltng		5	14	res-ltng-max		10	20	abs-ltng%		25	50	heal-kill		12	19																						0
jamellasunique486	486	100	1		1		36		rxb			5	5000								aura	118	3	12	abs-ltng		5	18	abs-ltng%		25	50	cast1		15	25	hp		72	108	ease		100	100	sor		1	3	oskill	121	6	36	vit		36	54														0
jamellasunique487	487	100	1		1		32		9ha			5	5000								aura	118	3	11	res-ltng		28	44	dmg-ltng		160	320	abs-ltng		5	16	extra-ltng		82	164	gold%		114	196	addxp		10	20																						0
jamellasunique488	488	100	1		1		39		9ax			5	5000								vit		39	59	dmg-ltng		195	390	ease		100	100	cheap		10	20	light-thorns		39	78	regen-mana		50	50																										0
jamellasunique489	489	100	1		1		47		92a			5	5000								pal		1	3	lifesteal		4	8	swing1		25	72	levelreq		1	1	reduce-ac		50	75	pierce		100	100	dmg%		341	735	slow		25	40	res-all-max		10	20	gold%		144	241										0
jamellasunique490	490	100	1		1		48		9mp			5	5000								bar		1	3	vit		48	72	res-ltng-max		10	20	abs-ltng		5	24	abs-ltng%		25	50	heal-kill		17	29	oskill	32	3	16	aura	118	3	16	mana%		24	48														0
jamellasunique491	491	100	1		1		50		9wa			5	5000								aura	102	3	17	oskill	81	6	50	nec		1	3	hp%		25	50	res-fire-max		10	20	res-all-max		10	20	cheap		10	20	vit		50	75	abs-fire%		25	50	demon-heal		17	30										0
jamellasunique492	492	100	1		1		39		9la			5	5000								oskill	121	6	39	hp%		19	39	res-all-max		10	20	cast1		15	25	addxp		10	20	regen-mana		50	50	dru		1	3																						0
jamellasunique493	493	100	1		1		42		9ba			5	5000								ama		1	3	oskill	32	3	14	enr		42	63	aura	102	3	14	abs-fire%		25	50	dmg-fire		210	420	res-all-max		10	20	res-fire		31	47	abs-fire		5	21	cast1		15	25										0
jamellasunique494	494	100	1		1		44		9bt			5	5000								nec		1	3	aura	118	3	15	hp%		22	44	vit		44	66	extra-ltng		94	188	move1		25	69	dmg-ltng		220	440	abs-ltng		5	22																		0
jamellasunique495	495	100	1		1		50		9ga			5	5000								bar		1	3	oskill	32	3	17	res-all-max		10	20	addxp		10	20	mag%		75	150	vit		50	75	mana%		25	50																						0
jamellasunique496	496	100	1		1		52		9gi			5	5000								bar		1	4	oskill	121	6	52	extra-cold		102	204	abs-cold		5	26	cast1		15	25																														0
jamellasunique497	497	100	1		1		28		9wn			5	5000								oskill	58	6	28	res-all		23	34	heal-kill		12	19	gold%		106	184	aura	118	3	10	sor		1	3	all-stats		12	19																						0
jamellasunique498	498	100	1		1		43		9yw			5	5000								aura	102	3	15	abs-fire%		25	50	abs-fire		5	22	heal-kill		15	27	hp%		21	43	ama		1	3	oskill	249	6	43	move1		25	68	gold%		136	229	ease		100	100										0
jamellasunique499	499	100	1		1		41		9bw			5	5000								ama		1	3	oskill	57	6	41	enr		41	62	aura	118	3	14	mana%		20	41	res-all-max		10	20																										0
jamellasunique500	500	100	1		1		46		9gw			5	5000								nec		1	3	mana		92	138	gold%		142	238	demon-heal		16	28	addxp		10	20	cheap		10	20																										0
jamellasunique501	501	100	1		1		35		9cl			5	5000								str		35	53	lifesteal		4	8	crush		25	25	ama		1	3	dmg-undead		305	675																														0
jamellasunique502	502	100	1		1		35		9sc			5	5000								oskill	81	6	35	hp%		17	35	res-cold-max		10	20	dmg-cold	150	175	350	freeze		1	1	mag%		60	120	ease		100	100	cheap		10	20	bar		1	3	abs-cold		5	18										0
jamellasunique503	503	100	1		1		45		9qs			5	5000								nec		1	3	enr		45	68	aura	102	3	15	vit		45	68	hp%		22	45	cast1		15	25	abs-fire%		25	50	res-all-max		10	20	fireskill		1	4														0
jamellasunique504	504	100	1		1		50		9ws			5	5000								sor		1	3	extra-pois		100	200	demon-heal		17	30	enr		50	75	oskill	32	3	17	hp		100	150																										0
jamellasunique505	505	100	1		1		37		9sp			5	5000								allskills		1	1	oskill	81	6	37	dmg-pois	75	185	370	res-pois-max		10	20	res-pois-len		75	75	enr		37	56	hp		74	111																						0
jamellasunique506	506	100	1		1		40		9ma			5	5000								dru		1	3	str		40	60	att%		140	320	heal-kill		15	25	mag%		65	130	regen		30	30																										0
jamellasunique507	507	100	1		1		44		9mt			5	5000								aura	118	3	15	enr		44	66	allskills		1	1	hp%		22	44	oskill	58	6	44	mana%		22	44	extra-ltng		94	188	res-ltng-max		10	20																		0
jamellasunique508	508	100	1		1		50		9fl			5	5000								lifesteal		4	8	dex		50	75	dru		1	3	hp%		25	50	res-all		27	40	dmg-demon		350	750	att-demon		150	350	thorns		50	250	crush		25	25														0
jamellasunique509	509	100	1		1		45		9wh			5	5000								oskill	249	6	45	pal		1	3	fireskill		1	4	dmg-fire		225	450	extra-fire		95	190	gold%		140	235	vit		45	68	res-fire-max		10	20	res-fire		31	48	cheap		10	20										0
jamellasunique510	510	100	1		1		52		9m9			5	5000								hp%		26	52	hp		104	156	dmg-cold	150	260	520	gold%		154	256	half-freeze		1	1	cheap		10	20																										0
jamellasunique511	511	100	1		1		48		9gm			5	5000								allskills		1	1	move1		25	73	cheap		10	20	freeze		1	1	oskill	81	6	48	res-cold		32	49	mag%		73	146	aura	114	3	16	hp%		24	48	dmg-cold	150	240	480										0
jamellasunique512	512	100	1		1		36		9ss			5	5000								oskill	149	6	36	ass		1	3	dmg-ac		50	1086	dmg-demon		308	680	pierce		100	100	att		205	385	dmg%		308	680																						0
jamellasunique513	513	100	1		1		39		9sm			5	5000								enr		39	59	mana%		19	39	hp%		19	39	bar		1	3	res-all		26	37	half-freeze		1	1																										0
jamellasunique514	514	100	1		1		42		9sb			5	5000								oskill	81	6	42	dex		42	63	aura	98	3	14	crush		25	25	dmg-undead		326	710	pierce		100	100	noheal		1	1																						0
jamellasunique515	515	100	1		1		37		9fc			5	5000								sor		1	3	mana%		18	37	dmg-pois	75	185	370	extra-pois		87	174	hp		74	111																														0
jamellasunique516	516	100	1		1		44		9cr			5	5000								ass		1	3	oskill	250	6	44	cast1		15	25	half-freeze		1	1	regen-mana		50	50	enr		44	66	hp%		22	44	aura	114	3	15	mana%		22	44	vit		44	66	cheap		10	20						0
jamellasunique517	517	100	1		1		38		9bs			5	5000								dmg%		314	690	aura	98	3	13	deadly		35	70	hp		76	114	reduce-ac		50	75	gold%		126	214	lifesteal		4	8	ass		1	3																		0
jamellasunique518	518	100	1		1		40		9ls			5	5000								ama		1	3	oskill	58	6	40	hp%		20	40	move1		25	65	mana		80	120	extra-cold		90	180	gold%		130	220	freeze		1	1	half-freeze		1	1	mana%		20	40										0
jamellasunique519	519	100	1		1		50		9wd			5	5000								sor		1	3	enr		50	75	abs-cold%		25	50	dmg-cold	150	250	500	res-cold		32	49	all-stats		17	30	abs-cold		5	25	res-cold-max		10	20	extra-cold		100	200														0
jamellasunique520	520	100	1		1		42		92h			5	5000								crush		25	25	hp		84	126	slow		25	40	att%		142	326	deadly		35	70	noheal		1	1	pierce		100	100																						0
jamellasunique521	521	100	1		1		44		9cm			5	5000								sor		1	3	cast1		15	25	all-stats		16	27	heal-kill		16	27	ease		100	100	demon-heal		16	27	regen		30	30	addxp		10	20	regen-mana		50	50	cheap		10	20	mana-kill		16	27						0
jamellasunique522	522	100	1		1		42		9gs			5	5000								allskills		1	1	fireskill		1	4	abs-fire		5	21	demon-heal		15	26	cheap		10	20	gold%		134	226	hp%		21	42	res-all-max		10	20																		0
jamellasunique523	523	100	1		1		53		9b9			5	5000								pal		1	4	cast1		15	25	extra-ltng		103	206	dmg-ltng		265	530	abs-ltng%		25	50	hp		106	159	regen-mana		50	50	addxp		10	20																		0
jamellasunique524	524	100	1		1		59		9fb			5	5000								ass		1	4	move1		25	84	extra-fire		109	218	res-all		29	41	demon-heal		19	35	oskill	81	6	59	aura	102	3	20	hp%		29	59	abs-fire%		25	50	res-all-max		10	20										0
jamellasunique525	525	100	1		1		53		9gd			5	5000								oskill	121	6	53	dmg-pois	75	265	530	mana		106	159	res-pois-len		75	75	regen		30	30	ease		100	100	cheap		10	20	mag%		78	156	mana-kill		18	32	demon-heal		18	32	dru		1	4						0
jamellasunique526	526	100	1		1		38		9dg			5	5000								mana%		19	38	allskills		1	1	oskill	81	6	38	all-stats		14	24	regen		30	30																														0
jamellasunique527	527	100	1		1		43		9di			5	5000								allskills		1	1	slow		25	40	addxp		10	20	lifesteal		4	8	att-undead		143	329	move1		25	68	dmg-ac		50	1093																						0
jamellasunique528	528	100	1		1		42		9kr			5	5000								pal		1	3	vit		42	63	move1		25	67	mana		84	126	extra-pois		92	184	addxp		10	20																										0
jamellasunique529	529	100	1		1		47		9bl			5	5000								hp%		23	47	extra-fire		97	194	demon-heal		16	29	mag%		72	144	regen		30	30	gold%		144	241	regen-mana		50	50	ease		100	100																		0
jamellasunique530	530	100	1		1		32		9tk			5	5000								allskills		1	1	res-ltng		28	44	abs-ltng%		25	50	demon-heal		13	21	gold%		114	196	hp%		16	32	enr		32	48	dmg-ltng		160	320	all-stats		13	21	mana-kill		13	21										0
jamellasunique531	531	100	1		1		41		9ta			5	5000								aura	102	3	14	extra-fire		91	182	gold%		132	223	cheap		10	20	addxp		10	20	ease		100	100	demon-heal		15	26	mag%		66	132	regen-mana		50	50	heal-kill		15	26										0
jamellasunique532	532	100	1		1		37		9bk			5	5000								aura	118	3	13	extra-ltng		87	174	light-thorns		37	74	enr		37	56	allskills		1	1																														0
jamellasunique533	533	100	1		1		47		9b8			5	5000								oskill	58	6	47	allskills		1	1	res-pois		32	49	mana-kill		16	29	cheap		10	20	addxp		10	20	regen		30	30	res-pois-len		75	75	enr		47	71	cast1		15	25										0
jamellasunique534	534	100	1		1		27		9ja			5	5000								hp%		13	27	mana%		13	27	all-stats		11	19	res-cold-max		10	20	freeze		1	1	heal-kill		11	19	mag%		52	104	addxp		10	20	demon-heal		11	19														0
jamellasunique535	535	100	1		1		44		9pi			5	5000								lifesteal		4	8	slow		25	40	res-all		27	38	ethereal		1	1	noheal		1	1	thorns		44	244	att		245	465	levelreq		1	1	regen		30	30	indestruct		1	1										0
jamellasunique536	536	100	1		1		38		9s9			5	5000								oskill	121	6	38	manasteal		4	8	ignore-ac		1	1	indestruct		1	1	reduce-ac		50	75	noheal		1	1																										0
jamellasunique537	537	100	1		1		50		9gl			5	5000								dru		1	3	extra-cold		100	200	res-all-max		10	20	cheap		10	20	hp%		25	50	res-cold-max		10	20	move1		25	75	dmg-cold	150	250	500	regen		30	30	aura	114	3	17	hp		100	150						0
jamellasunique538	538	100	1		1		49		9ts			5	5000								ass		1	3	oskill	149	6	49	aura	 113	3	17	dex		49	74	deadly		35	70	heal-kill		17	30																										0
jamellasunique539	539	100	1		1		40		9sr			5	5000								sor		1	3	abs-fire		5	20	extra-fire		90	180	mag%		65	130	aura	102	3	14	enr		40	60	res-fire		30	47	fireskill		1	3	res-fire-max		10	20	dmg-fire		200	400										0
jamellasunique540	540	100	1		1		39		9tr			5	5000								hp%		19	39	res-fire		30	46	regen		30	30	aura	102	3	13	hp		78	117	move1		25	64	cast1		15	25	dmg-fire		195	390	extra-fire		89	178														0
jamellasunique541	541	100	1		1		48		9br			5	5000								ass		1	3	res-pois		32	49	mana		96	144	dmg-pois	75	240	480	ease		100	100	regen		30	30																										0
jamellasunique542	542	100	1		1		42		9st			5	5000								aura	114	3	14	res-cold-max		10	20	ease		100	100	regen-mana		50	50	half-freeze		1	1	addxp		10	20	mag%		67	134	freeze		1	1	heal-kill		15	26														0
jamellasunique543	543	100	1		1		52		9p9			5	5000								lifesteal		4	8	dmg%		356	760	deadly		35	70	manasteal		4	8	balance1		35	35	ethereal		1	1																										0
jamellasunique544	544	100	1		1		32		9b7			5	5000								pal		1	3	aura	102	3	11	dmg-fire		160	320	regen		30	30	demon-heal		13	21	hp%		16	32																										0
jamellasunique545	545	100	1		1		35		9vo			5	5000								dru		1	3	oskill	121	6	35	res-cold-max		10	20	move1		25	60	abs-cold		5	18																														0
jamellasunique546	546	100	1		1		36		9s8			5	5000								oskill	276	6	36	hp		72	108	abs-ltng%		25	50	dmg-ltng		180	360	light-thorns		36	72	regen-mana		50	50	vit		36	54	all-stats		14	23	cast1		15	25	res-ltng		29	45										0
jamellasunique547	547	100	1		1		42		9pa			5	5000								oskill	32	3	14	abs-cold%		25	50	res-all-max		10	20	freeze		1	1	regen		30	30																														0
jamellasunique548	548	100	1		1		56		9h9			5	5000								pal		1	4	hp%		28	56	aura	102	3	19	abs-fire%		25	50	regen-mana		50	50	ease		100	100	mana-kill		19	33	enr		56	84																		0
jamellasunique549	549	100	1		1		57		9wc			5	5000								dru		1	4	hp%		28	57	res-ltng		33	51	res-all-max		10	20	abs-ltng		5	29	abs-ltng%		25	50	demon-heal		19	34	gold%		164	271	mana-kill		19	34	oskill	32	3	19	dmg-ltng		285	570	cheap		10	20		0
jamellasunique550	550	100	1		1		27		8ss			5	5000								ama		1	3	extra-pois		77	154	move1		25	52	addxp		10	20	regen-mana		50	50	mana%		13	27	res-pois-max		10	20	all-stats		11	19																		0
jamellasunique551	551	100	1		1		42		8ls			5	5000								ama		1	3	mana		84	126	res-all		26	38	all-stats		15	26	dmg-pois	75	210	420	res-pois		31	47																										0
jamellasunique552	552	100	1		1		45		8cs			5	5000								oskill	58	6	45	sor		1	3	enr		45	68	res-pois-max		10	20	all-stats		16	28	res-pois		31	48	demon-heal		16	28	heal-kill		16	28	mana-kill		16	28														0
jamellasunique553	553	100	1		1		42		8bs			5	5000								oskill	58	6	42	dru		1	3	enr		42	63	res-all		26	38	move1		25	67																														0
jamellasunique554	554	100	1		1		49		8ws			5	5000								sor		1	3	enr		49	74	vit		49	74	res-fire-max		10	20	res-all-max		10	20																														0
jamellasunique555	555	100	1		1		29		8sb			5	5000								pal		1	3	oskill	276	6	29	res-ltng-max		10	20	cast1		15	25	mana-kill		12	20	light-thorns		29	58	addxp		10	20	ease		100	100																		0
jamellasunique556	556	100	1		1		34		8hb			5	5000								aura	102	3	12	allskills		1	1	hp		68	102	cast1		15	25	mana-kill		13	22	hp%		17	34																										0
jamellasunique557	557	100	1		1		36		8lb			5	5000								sor		1	3	cast1		15	25	res-pois-max		10	20	heal-kill		14	23	cheap		10	20	regen-mana		50	50	gold%		122	208	hp%		18	36	extra-pois		86	172	res-all		25	36										0
jamellasunique558	558	100	1		1		44		8cb			5	5000								bar		1	3	res-all		27	38	cheap		10	20	aura	102	3	15	extra-fire		94	188	abs-fire		5	22	heal-kill		16	27	regen-mana		50	50	oskill	58	6	44	mana%		22	44										0
jamellasunique559	559	100	1		1		45		8s8			5	5000								sor		1	3	aura	114	3	15	oskill	121	6	45	mana%		22	45	hp		90	135	res-cold		31	48	gold%		140	235	half-freeze		1	1	vit		45	68	res-cold-max		10	20										0
jamellasunique560	560	100	1		1		51		8l8			5	5000								mana%		25	51	dru		1	4	res-all		28	40	dmg-fire		255	510	abs-fire%		25	50	res-fire-max		10	20	move1		25	76	ease		100	100	vit		51	77	res-fire		32	50	extra-fire		101	202						0
